package_name,usage_count,versions
pouchdb-http-proxy,1,0.10.4
ppid-changed,1,^1.0.2
pre-commit,1,^1.2.2
preact-cli,1,^2.0.0
precommit-hook,1,^1.0.7
prettier-2,1,npm:prettier@^2
prettier-eslint,1,^9.0.0
prettier-eslint-cli,1,^4.4.0
prettier-plugin-css-order,1,^2.1.2
prettier-plugin-multiline-arrays,1,^4.0.3
prettier-plugin-organize-attributes,1,^0.0.5
prettier-plugin-package,1,^1.3.0
prettier-plugin-sh,1,0.15.0
pretty,1,^2.0.0
pretty-ms,1,^7.0.0
primes-and-factors,1,^1.3.3
prisma-extension-kysely,1,^3.0.0
prisma-json-types-generator,1,^3.6.2
prisma-kysely,1,^2.2.1
prismock,1,1.35.3
probs,1,^1.4.0
proc-log,1,^4.2.0
prom-client,1,^15.1.3
promise,1,^7.1.1
prompt,1,^1.0.0
prosemirror-commands,1,^1.7.1
prosemirror-dropcursor,1,^1.8.2
prosemirror-gapcursor,1,^1.3.2
prosemirror-history,1,^1.4.1
prosemirror-inputrules,1,^1.5.0
prosemirror-keymap,1,^1.2.3
prosemirror-model,1,^1.25.1
prosemirror-schema-basic,1,^1.2.4
prosemirror-schema-list,1,^1.5.1
prosemirror-state,1,^1.4.3
prosemirror-tables,1,^1.7.1
prosemirror-transform,1,^1.10.4
prosemirror-view,1,^1.40.0
protobufjs,1,^7.0.0
protobufjs-cli,1,^1.0.0
protractor,1,^2.1.0
proxy,1,^1.0.2
pug-loader,1,^2.4.0
pump,1,^3.0.0
pusher-js,1,8.4.0
qrcode-terminal,1,^0.12.0
qs,1,0.6.6
qtip2,1,^3.0.3
queue,1,^7.0.0
ractive-events-tap,1,^0.3.0
ractive-transitions-fade,1,^0.3.1
radix-ui,1,^1.4.2
ramda,1,^0.27.1
random,1,^5.1.0
random-seed,1,^0.3.0
randomcolor,1,^0.6.2
randomstring,1,^1.3.0
raw-body,1,^3.0.0
rcedit,1,2.0.0
re-resizable,1,^6.11.2
react-ace,1,^6.4.0
react-addons-css-transition-group,1,^0.14.3
react-canvas-draw,1,^1.1.1
react-compiler-runtime,1,file:scripts/compiler-runtime
react-content-loader,1,^7.1.1
react-devtools-core,1,^3.6.0
react-docgen,1,^2.4.0
react-email,1,2.0.0
react-hook-form,1,^7.60.0
react-is,1,^19.2.0
react-lifecycles-compat,1,^3.0.4
react-markdown,1,^10.1.0
react-merge-refs,1,^3.0.2
react-player,1,^2.9.0
react-reconciler,1,^0.33.0
react-redux,1,^7.2.4
react-refresh,1,^0.8.3
react-resizable-panels,1,^3.0.3
react-responsive,1,^9.0.2
react-rnd,1,^10.3.3
react-router-dom,1,^6.4.4
react-roving-tabindex,1,^3.1.0
react-sortablejs,1,^6.1.4
react-syntax-highlighter,1,^15.5.0
react-textarea-autosize,1,^8.5.9
react-tooltip,1,^5.13.1
react-transform-catch-errors,1,^1.0.0
react-virtualized,1,^9.22.6
react-virtualized-auto-sizer,1,^1.0.20
react-virtuoso,1,^4.18.1
react18-json-view,1,^0.2.9
read,1,^3.0.1
readable-stream,1,1.0.27-1
reading-time-estimator,1,^1.4.33
readline-sync,1,^1.4.10
really-need,1,^1.9.2
reason-jsonrpc,1,1.3.0
reason-libvim,1,8.10869.16004
reason-sdl2,1,*
reason-textmate,1,^2.1.0
reason-tree-sitter,1,*
reasonFuzz,1,*
recast,1,^0.23.9
recharts,1,^2.15.4
recoil,1,^0.7.7
redaxios,1,^0.5.1
redbox-react,1,^1.2.0
reduce-component,1,1.0.1
regenerator-runtime,1,^0.13.2
rehype,1,^12.0.0
rehype-accessible-emojis,1,^0.3.2
rehype-katex,1,^7.0.1
rehype-parse,1,^9.0.1
rehype-pretty-code,1,^0.13.0
rehype-prism-plus,1,0.0.5
rehype-rewrite,1,^3.0.6
reify,1,^0.4.0
remap-istanbul,1,^0.6.4
remark-breaks,1,^4.0.0
remark-cli,1,^12.0.1
remark-code-extra,1,^1.0.1
remark-code-frontmatter,1,^1.0.0
remark-directive,1,^4.0.0
remark-fff,1,1.0.0-alpha.1
remark-footnotes,1,~2.0.0
remark-gemoji,1,^8.0.0
remark-mdx,1,^3.1.1
remark-preview,1,^1.0.2
remark-reading-time,1,^1.0.1
remark-smartypants,1,^3.0.2
remark-stringify,1,^11.0.0
rench,1,1.7.1
reperf,1,^1.3.0
repl.history,1,*
replace-in-file,1,^6.2.0
replace-in-files-cli,1,^0.3.1
request-promise,1,^4.2.2
request-promise-native,1,^1.0.8
require-and-forget,1,^1.0.1
require-dir,1,^0.1.0
resolve-tspaths,1,^0.8.16
resolve-url-loader,1,^3.1.2
reveal.js,1,^5.2.1
revery,1,0.27.0
rewrite-imports,1,2.0.3
rich-text,1,~3.0.2
riff-file,1,^1.0.3
riot,1,^2.6.7
rollup-plugin-add-shebang,1,^0.3.1
rollup-plugin-banner2,1,^1.3.1
rollup-plugin-bundle-size,1,^1.0.3
rollup-plugin-css-chunks,1,^2.0.3
rollup-plugin-deassert,1,1.3.0
rollup-plugin-dts-5,1,npm:rollup-plugin-dts@^5.3.1
rollup-plugin-dts-bundle-generator-2,1,2.0.0
rollup-plugin-eslint2,1,^1.0.2
rollup-plugin-filesize,1,catalog:
rollup-plugin-flow-entry,1,^0.3.3
rollup-plugin-hot,1,^0.0.31
rollup-plugin-node-builtins,1,^2.1.2
rollup-plugin-node-globals,1,^1.4.0
rollup-plugin-npm,1,^1.3.0
rollup-plugin-peer-deps-external,1,catalog:
rollup-plugin-prettier,1,^0.6.0
rollup-plugin-ractive,1,^2.0.0
rollup-plugin-scss,1,^3.0.0
rollup-plugin-size,1,^0.3.1
rollup-plugin-strip-banner,1,^0.2.0
rollup-plugin-svelte-hot,1,^0.9.2
rollup-plugin-svg,1,^2.0.0
rollup-plugin-uglify,1,^1.0.1
rollup-plugin-workbox,1,^5.0.1
rollup-pluginutils,1,^2.3.0
roughjs,1,^4.6.6
routify-plugin-frontmatter,1,^1.0.0
run-browser,1,^2.0.1
run-sequence,1,^1.0.2
runed,1,^0.37.1
safe-publish-latest,1,^2.0.0
sanitize-filename,1,^1.6.3
sass-embedded,1,^1.86.0
sax,1,1.2.1
saxes,1,^5.0.0
scheduler,1,0.14.0
scope-eval,1,0.0.3
script-loader,1,^0.7.2
scroll-into-view-if-needed,1,^3.1.0
sd-tailwindcss-transformer,1,^1.4.0
secrets.js-grempe,1,^2.0.0
seed-random,1,^2.2.0
selfsigned,1,2.4.1
semantic-release-replace-plugin,1,1.2.7
serialize-javascript,1,^6.0.2
seroval,1,^0.12.0
serve-static,1,^2.2.0
server-destroy,1,^1.0.1
servor,1,^3.1.0
shadcn,1,3.6.2
shady-css-parser,1,^0.1.0
shiki-magic-move,1,^1.1.0
shopify-admin-api-typings,1,^1.2.2
shortcut-string,1,^1.0.1
signal-polyfill,1,^0.1.0
signia,1,^0.1.5
simple-git,1,^3.17.0
simple-html-dom-parser,1,^1.1.2
simulant,1,^0.2.2
sinon-chai,1,^2.8.0
sleep-promise,1,^2.0.0
smui-theme,1,^8.0.0-beta.3
snyk,1,^1.1300.1
sonar-scanner,1,3.1.0
sonner,1,^2.0.6
sort-package-json,1,^2.15.1
sortablejs,1,^1.15.0
source-map-explorer,1,^2.5.3
spawk,1,^1.7.1
spdx-expression-parse,1,^4.0.0
spec-change,1,^1.11.17
spectron,1,4.0.0
split2,1,^4.2.0
sqlite3,1,^5.1.4
srvx,1,^0.9.8
ssri,1,^10.0.6
sst,1,3.17.23
stacking-order,1,^1.0.0
stacktrace-parser,1,^0.1.3
stats-webpack-plugin,1,^0.2.1
store2,1,^2.14.3
storybook-addon-cookie,1,^3.2.0
storybook-addon-mock-date,1,^0.6.0
storybook-addon-themes,1,^6.1.0
storybook-solidjs-vite,1,^10.0.2
stream,1,^0.0.2
stream-browserify,1,^3.0.0
stream-to-promise,1,1.1.0
streamdown,1,^1.4.0
string-argv,1,^0.3.1
string-length,1,^2.0.0
strip-ansi,1,^6.0.0
strip-bom,1,^3.0.0
stripe-event-types,1,^2.3.0
strtok3,1,6.0.0
styled-components,1,^6.1.11
stylis,1,^4.3.0
stylus-loader,1,^2.3.1
supabase,1,^1.55.1
supports-color,1,^9.4.0
surge,1,^0.21.6
svead,1,^0.0.15
svedit,1,^0.6.0
svelte-add,1,workspace:*
svelte-animated-details,1,^1.0.2
svelte-ast-print,1,^0.6.0
svelte-autosize,1,^1.1.0
svelte-awesome,1,^2.3.2
svelte-carousel,1,^1.0.23
svelte-check-plugin,1,^1.0.3
svelte-codemirror-editor,1,^1.4.1
svelte-component-to-image,1,^2.0.4
svelte-confetti,1,^2.3.2
svelte-dialogs,1,^1.2.2
svelte-doc-kit,1,^0.0.10
svelte-drag,1,^2.4.0
svelte-easy-popover,1,^1.0.0
svelte-esm-loader,1,^0.0.3
svelte-exmarkdown,1,^5.0.2
svelte-feather-icons,1,^4.0.0
svelte-floating-ui,1,^1.5.8
svelte-focus-key,1,latest
svelte-focus-trap,1,^1.2.0
svelte-headless-table,1,^0.18.2
svelte-hmr,1,^0.14.3
svelte-image,1,^0.0.1
svelte-infinite-loading,1,1.4.0
svelte-inline-compile,1,^0.0.1
svelte-inview,1,^4.0.4
svelte-json-tree,1,^2.1.0
svelte-kit-cookie-session,1,^3.2.2
svelte-knobby,1,^0.3.3
svelte-konva,1,^0.3.1
svelte-legos,1,^0.2.5
svelte-masonry,1,^0.1.5
svelte-material-icons,1,^3.0.5
svelte-native,1,^0.6.1
svelte-native-nativescript-ui,1,0.6.1
svelte-native-preprocessor,1,~0.1.4
svelte-notifications,1,^0.9.91
svelte-paginate,1,^0.0.1
svelte-parse-markup,1,0.1.5
svelte-pdfjs,1,^0.8.0
svelte-popperjs,1,^1.2.7
svelte-radix,1,^1.1.1
svelte-routing,1,1.5.0
svelte-smooth-popover,1,^1.0.9
svelte-transition,1,^0.0.17
svelte-turnstile,1,^0.7.0
svelte-typewriter-store,1,^0.0.6
svelte-web-storage,1,^0.0.8
svelte-windicss-preprocess,1,^4.0.12
svelte2dts,1,^0.2.12
sveltekit-flash-message,1,^2.4.6
sveltekit-i18n,1,^2.4.2
sveltekit-shopify-api,1,^1.3.7
sveltekit-shopify-auth,1,^1.6.2
sveltestrap,1,^5.10.0
svelvet,1,^10.0.2
svg-outline-stroke,1,1.3.1
svg-pan-zoom,1,^3.6.2
svg-path-parser,1,^1.1.0
svgpath,1,^2.6.0
svgson,1,^5.3.1
swagger-ui,1,^5.17.14
swiper,1,^7.2.0
swrev,1,^4.0.0
symbol-tree,1,^3.2.4
symlink-dir,1,^5.0.1
synckit,1,^0.11.4
t7,1,~0.3.0
tablesort,1,^5.6.0
tailwind-api-utils,1,^1.0.3
tailwindcss-motion,1,^1.1.1
tap,1,^16.3.9
tapable,1,^2.1.1
targz,1,^1.0.1
taskr-autoprefixer,1,^1.0.0
taze,1,^0.13.3
temml,1,^0.12.2
temp,1,^0.8.3
temporal-polyfill,1,^0.3.0
tempy,1,3.1.0
terra-draw,1,^1.21.2
terra-draw-leaflet-adapter,1,1.0.3
terser-folder,1,^2.0.0
test262,1,git+https://github.com/tc39/test262.git#9b127c190cd418b2451c556784aae3d0ac7e9bcf
test262-parser-runner,1,^0.5.0
text-table,1,~0.2.0
the-new-css-reset,1,^1.8.2
throttle-debounce,1,^5.0.2
timeago.js,1,^4.0.0-beta.2
tiny-relative-date,1,^1.3.0
tinybench,1,^2.5.1
tinyspy,1,^2.2.1
title-case,1,^3.0.3
tns-core-modules,1,~6.1.2
to-px,1,^1.1.0
to-vfile,1,^6.1.0
token-types,1,^2.0.0
tokenlens,1,^1.3.1
toml,1,^3.0.0
toolbox-loader,1,0.0.2
tooling,1,webpack/tooling#v1.23.3
totalist,1,2.0.0
tough-cookie,1,^3.0.1
treeverse,1,^3.0.0
trpc-to-openapi,1,2.4.0
ts-api-utils,1,^2.0.1
ts-declaration-location,1,^1.0.6
ts-dedent,1,^2.2.0
ts-deepmerge,1,^7.0.3
ts-essentials,1,^10.1.1
ts-key-enum,1,^2.0.12
ts-morph,1,^27.0.0
ts-patch,1,^3.0.0
ts-pnp,1,1.2.0
ts-unused-exports,1,2.0.5
tsbb,1,^4.2.4
tsc-absolute,1,1.0.0
tsc-files,1,1.1.4
tsconfck-2,1,npm:tsconfck@^2.1.2
tsconfig-paths-webpack-plugin,1,^4.2.0
tsconfig-replace-paths,1,^0.0.11
tseslint,1,^0.0.2
tslint-immutable,1,^6.0.1
tsm,1,^2.2.1
tsparticles,1,^3.8.1
turndown,1,^7.2.2
type-fest,1,4.10.1
typedoc-plugin-carbon-ads,1,^1.6.0
typedoc-plugin-clarity,1,^1.6.0
typedoc-plugin-coverage,1,^4.0.1
typedoc-plugin-keywords,1,^1.6.0
typedoc-plugin-mdn-links,1,^5.0.7
typedoc-plugin-missing-exports,1,^4.0.0
typedoc-plugin-vue,1,^1.5.0
typesafe-i18n,1,^5.26.2
typescript-eslint-parser,1,^15 || ^20 || ^22
typescript-plugin-css-modules,1,^3.4.0
typescript58,1,npm:typescript@5.8
uid,1,^2.0.2
unbuild,1,^2.0.0
underscore,1,^1.12.1
unfetch,1,^3.0.0
unfurl.js,1,^5.6.3
unified-prettier,1,^2.0.1
unocss-preset-scrollbar,1,^0.3.1
unpic,1,^2.0.2
unplugin,1,^1.10.1
unplugin-vue-jsx,1,^0.8.0
update-electron-app,1,^3.1.1
uploadthing,1,^7.7.4
upng-js,1,^2.1.0
uqr,1,^0.1.2
url,1,0.10.3
url-join,1,^5.0.0
url-metadata,1,^4.1.1
url-params-parser,1,^1.0.3
url-regex,1,^5.0.0
username,1,^5.1.0
userscript-header,1,^0.2.0
usignal,1,^0.9.0
util,1,^0.12.5
utility-types,1,^3.10.0
utils,1,workspace:*
validate-npm-package-name,1,^5.0.1
valtio,1,^2.0.0
vanilla-lazyload,1,^17.9.0
vaul,1,^0.8.9
vercel,1,^49.1.2
vert-wasm,1,^0.0.2
vest,1,^4.6.11
vinyl-paths,1,^1.0.0
virtua,1,^0.48.2
vis,1,^4.21.0-EOL
vite-aliases,1,^0.6.3
vite-bundle-visualizer,1,^1.2.1
vite-plugin-cloudflare,1,^0.4.1
vite-plugin-compression,1,^0.2.5
vite-plugin-eslint,1,^1.8.1
vite-plugin-fastly-js-compute,1,^0.4.2
vite-plugin-lucide-preprocess,1,^1.4.6
vite-plugin-node-polyfills,1,^0.8.2
vite-plugin-package-version,1,^1.1.0
vite-plugin-pagefind,1,^0.0.21
vite-plugin-replace,1,^0.1.1
vite-plugin-tailwind-purgecss,1,0.2.0
vite-plugin-top-level-await,1,^1.6.0
vite-plugin-turbosnap,1,1.0.3
vitepress-plugin-group-icons,1,^1.6.3
vitest-fetch-mock,1,0.4.5
vitest-matchmedia-mock,1,^2.0.3
vitest-mock-extended,1,3.1.0
void-elements,1,^1.0.0
vscode,1,1.1.37
vscode-cache,1,^0.3.0
vscode-debugprotocol,1,1.29.0
vscode-languageserver-protocol,1,3.9.0
vue-router,1,^4.1.2
w3c-hr-time,1,^1.0.2
w3c-xmlserializer,1,^2.0.0
wait-for-localhost-cli,1,^3.0.0
wait-on,1,^9.0.3
walkes,1,^0.2.0
wast-loader,1,^1.12.1
watchface-js,1,^0.5.0
watchpack,1,^2.4.1
wdio-jasmine-framework,1,~0.2.5
webassembly-feature,1,1.3.0
webdriver-manager,1,^10.2.3
webdriverio,1,^4.2.11
webidl-conversions,1,^6.1.0
webidl2js,1,^16.0.0
webpack-chain,1,^6.0.0
webpack-sources,1,^3.2.3
webpack-virtual-modules,1,^0.4.0
whatwg-encoding,1,^1.0.5
whatwg-fetch,1,^3.0.0
whatwg-mimetype,1,^2.3.0
whatwg-url,1,^8.0.0
which,1,^4.0.0
wikidata-lang,1,^4.1.2
winston,1,^3.15.0
with,1,~5.0.0
words-count,1,^2.0.2
workbox,1,0.0.0
workbox-cli,1,^6.1.5
workbox-core,1,^7.3.0
workbox-precaching,1,^7.3.0
workbox-routing,1,^7.3.0
workbox-strategies,1,^7.3.0
write-file-atomic,1,^5.0.1
wx-svelte-grid,1,^2.4.0
xlsx-ugnis,1,^0.19.3
xml,1,^1.0.1
xml-js,1,^1.6.8
xmlbuilder2,1,3.1.1
xstate,1,4.9.1
xterm,1,^5.2.1
xterm-addon-fit,1,^0.7.0
xxhashjs,1,^0.2.2
yaml-eslint-parser,1,1.3.0
yamljs,1,^0.3.0
yarn,1,^1.22.18
yarn-berry-deduplicate,1,^6.1.3
yarn-deduplicate,1,^6.0.1
yazl,1,^3.3.1
yoctocolors,1,^2.1.2
yorkie,1,^2.0.0
zod-openapi,1,^4.2.4
zod-prisma-types,1,3.3.5
zod-search-params,1,^0.2.0
zone.js,1,~0.14.3
zustand,1,^5.0.6
zx,1,^8.3.0
