package_name,usage_count,versions
bumpp,7,"^10.3.1,^9.3.0,^10.0.2,^10.1.1,^10.3.2,^9.4.1,8.2.1"
classnames,7,"^2.2.1,^2.2.6,^2.3.2,^2.5.1"
codemirror,7,"^5.65.9,^5.65.2,^6.0.1,^5.63.1,^5.45.0"
cookie,7,"^0.6.0,^0.4.1,0.6.0,^0.4.0"
cypress,7,"4.5.0,15.3.0,13.6.4,^10.10.0,^12.17.0"
debug,7,"2.2.0,^4.3.3,^4.3.4,^2.6.9,~1.0.1"
electron,7,"19.0.11,^37.2.5,29.0.0,39.2.7,2.0.8,^5.0.1"
eslint-plugin-regexp,7,"^2.10.0,^2.7.0,2.7.0,^2.6.0,^2.5.0"
gray-matter,7,^4.0.3
jest-environment-jsdom,7,"^28.1.0,^30.2.0,^29.3.1,30.0.5,^29.7.0,^29.6.1,30.0.0-beta.3"
jshint,7,"2.8.0,^2.5.10,*"
karma-chrome-launcher,7,"^3.1.0,^0.2.2,^0.2.1,^2.0.0,^3.2.0,~3.2.0,2.2.0"
lodash,7,"^4.17.13,^4.15.0,^4.17.21,^4.17.19,*"
mkdirp,7,"0.5.1,^0.5.1,^0.5.0"
polka,7,"next,^0.5.2,1.0.0-next.25,^0.4.0"
pretty-bytes,7,"^5.3.0,^4.0.2"
prism-svelte,7,"^0.4.6,^0.5.0,^0.4.7"
rehype-stringify,7,"^9.0.3,^10.0.1,^10.0.0,^8.0.0"
remark-rehype,7,"^10.1.0,^11.1.2,^11.0.0,^8.0.0"
rollup-plugin-buble,7,"^0.14.0,^0.15.0,^0.18.0,^0.12.1"
shelljs,7,"^0.8.5,^0.7.8,^0.10.0,^0.7.5,^0.8.4,*"
through2,7,"2.0.0,^3.0.1,^4.0.0,^2.0.0"
ts-loader,7,"~0.8.2,^9.5.1,^9.5.2,^9.0.0,^9.3.1,^9.2.3"
xo,7,"*,^0.16.0,^0.18.2"
@floating-ui/dom,6,"^1.4.5,^1.5.4,1.6.3,^1.0.9,^1.2.1,^1.7.4"
@fortawesome/free-solid-svg-icons,6,"^5.15.3,^6.6.0,^7.0.0,^6.2.1,^5.15.4,^6.7.2"
@storybook/addon-essentials,6,"^6.5.15,^7.6.12,^8.0.9,^8.6.12,^6.3.8,8.6.15"
@storybook/addon-links,6,"^6.5.15,^7.6.12,^8.0.9,^10.0.7,^6.3.8,8.6.15"
@sveltejs/enhanced-img,6,"^0.4.4,^0.9.2,^0.3.6,^0.3.9"
@testing-library/dom,6,"^10.4.1,^10.4.0,^9.3.4,^10.1.0"
@types/express,6,"^5.0.0,^5.0.3,^5.0.6,^4.17.21,^5.0.1,^4.17.13"
@typescript-eslint/types,6,"^8.46.1,workspace:^,^8.2.0,^7.18.0"
@vitejs/plugin-react,6,"^1.3.2,^4.2.1,^4.3.4,^5.0.4,^4.3.1"
@vitest/browser,6,"^3.0.6,^4.0.16,^3.2.4,3.2.4,^4.0.8"
@vitest/eslint-plugin,6,"^1.1.36,^1.1.44,^1.3.9,1.1.39,^1.1.42"
babel-cli,6,"^6.4.5,^6.3.17,^6.26.0,6.4.5"
babel-preset-es2015,6,"^6.3.13,^6.6.0,^6.24.1,^6.14.0"
bundt,6,"1.1.1,1.1.5,1.0.2,^0.4.0,1.1.2"
codecov,6,"3.8.3,^3.8.3,^3.1.0,^3.6.1,^3.8.2,^3.5.0"
commander,6,"^12.1.0,^7.2.0,^14.0.0,~12.1.0,^11.0.0,^13.1.0"
conventional-changelog-cli,6,"^5.0.0,^3.0.0,^2.1.1,^2.2.2"
core-js,6,"^3.6.4,^3.26.0,^1.2.6,^3.6.5,3,^3.31.1"
embla-carousel-svelte,6,"^8.1.6,^8.3.0,^8.1.3,^8.4.0,^8.5.2"
eslint-plugin-babel,6,"^5.2.1,^5.3.0,^5.3.1,^3.0.0,^4.1.1"
eslint-plugin-cypress,6,"2.10.3,4.1.0,^2.12.1,^2.13.3"
eslint-plugin-sonarjs,6,"3.0.2,^0.23.0,^1.0.4,^0.16.0,^0.18.0,^0.17.0"
eslint-plugin-vue,6,"^2.0.1,^10.4.0,file:.,^9.0.0,^9.17.0"
http-server,6,"0.8.5,^0.8.0,^14.1.1,14.1.1"
is-reference,6,"^3.0.2,^1.1.3,^3.0.1,^1.1.4,^3.0.0"
js-yaml,6,"^3.13.1,^4.1.0,^4.1.1,^3.14.1"
json5,6,"^2.2.3,^2.1.3,^2.2.0,^1.0.1"
jszip,6,"3.1.5,^3.7.0,3.10.1,^3.10.1,^3.1.5"
mini-css-extract-plugin,6,"0.5.0,0.11.3,^2.7.2,^1.6.1,^0.6.0,^2.6.1"
npm-run-all2,6,"8.0.4,^8.0.4,^7.0.2,^6.2.0,^6.1.2"
openai,6,"^5.12.2,^6.15.0,^4.73.1,^4.44.0,^4.53.0,^4.38.2"
port-authority,6,"^1.1.2,^1.0.5,^2.0.1"
postgres,6,"^3.3.4,^3.4.4,^3.4.5,^3.3.3,^3.4.7"
remark-abbr,6,"^1.4.1,^1.4.2"
require-relative,6,^0.8.7
rollup-plugin-babel,6,"^2.3.9,4.4.0,^4.0.1,^4.4.0,^4.3.3"
sade,6,"^1.6.1,^1.8.1,^1.7.3"
sass-loader,6,"^3.1.2,7.1.0,^10.0.5,^12.1.0,^16.0.0"
satori,6,"^0.18.0,^0.18.3,^0.10.11,^0.13.1,0.10.13"
solid-js,6,"^1.8.22,^1.9.9,^1.8.7,^1.7.11,^1.7.12"
storybook,6,"^10.1.10,^7.6.6,^8.0.9,^10.0.7,^8.6.15,8.6.15"
svelte-highlight,6,"^7.3.0,^7.9.0,^7.4.1,^7.8.2,^6.0.1,^3.2.0"
svgo,6,"^4.0.0,4.0.0,0.4.4,3.2.0"
terser-webpack-plugin,6,"1.2.2,4.2.3,^5.3.10,^5.3.14,^5.0.0"
tinyglobby,6,"^0.2.15,catalog:,^0.2.12"
typedoc,6,"^0.28.14,^0.28.4,^0.28.15,^0.28.9,^0.21.1"
unplugin-icons,6,"^0.19.3,^0.13.0,^0.14.4,^0.16.1,^22.5.0,^0.19.0"
vaul-svelte,6,"^0.3.2,^0.3.0,1.0.0-next.7,^0.1.1,^1.0.0-next.6"
vite-imagetools,6,"^4.0.19,^7.0.5,^7.0.4,^7.0.2"
vite-plugin-dts,6,"^4.5.4,3.7.2,^3.9.1,^2.1.0"
vite-tsconfig-paths,6,"5.1.4,^5.1.4,^4.2.0,^3.3.10,^4.2.1"
vitest-browser-svelte,6,"^2.0.1,^0.1.0,0.1.0"
@actions/core,5,"^1.10.0,^2.0.1,^1.6.0"
@inlang/paraglide-js,5,"^2.5.0,2.0.8,1.11.3"
@lucide/svelte,5,"^0.562.0,0.562.0,^0.511.0,^0.544.0"
@melt-ui/pp,5,"^0.3.2,0.1.0,^0.1.2"
@nx/workspace,5,"^19.8.2,22.1.1,^22.1.3,22.0.2,^19.8.4"
@prisma/client,5,"^4.9.0,^3.11.1,^4.12.0,^3.14.0,^6.19.0"
@rollup/plugin-alias,5,"^3.1.1,^3.1.4,^6.0.0,3.1.2,3.1.9"
@rollup/plugin-terser,5,"^0.4.4,^0.4.3,^0.1.0"
@rollup/plugin-virtual,5,"^3.0.1,^2.0.0"
@sveltejs/site-kit,5,"^2.0.0-next.6,^1.1.5,5.2.2,6.0.0-next.64"
@swc/core,5,"^1.6.13,^1.7.0,^1.4.12,~1.12.7,1.13.3"
@tailwindcss/postcss,5,"^4.1.11,4.1.10,^4.0.9,^4.1.17,^4.1.14"
@tmcp/transport-http,5,"0.8.2,^0.8.2,^0.6.0,^0.8.0"
@tmcp/transport-stdio,5,"^0.3.0,^0.3.1"
@types/glob,5,"^7.1.1,^9.0.0,^8.1.0"
@types/html-to-text,5,^9.0.4
@types/ws,5,"^8.5.3,^8.5.12,^8.5.10,^8.5.5"
@vitejs/plugin-vue,5,"^6.0.1,^3.0.1,5.2.4,^2.2.4"
@vitest/coverage-istanbul,5,"3.2.4,^3.1.1,^4.0.14,^2.0.5"
adm-zip,5,"^0.5.16,^0.5.9,^0.5.10"
agadoo,5,"^2.0.0,^3.0.0,^1.1.0,^1.0.1"
arctic,5,"^2.0.1,^2.3.3,^1.9.2,^0.10.6,^3.7.0"
astro,5,"^1.9.1,^4.16.19,^5.0.3,^5.13.2,^5.7.13"
babel-core,5,"^6.3.26,^6.3.21,7.0.0-bridge.0,^6.14.0,^6.26.3"
chart.js,5,"^4.4.2,2.9.4,^4.3.0,^4.4.5,^4.5.1"
cheerio,5,"^1.0.0,1.1.2"
d3-scale,5,^4.0.2
dompurify,5,"^3.2.4,^3.2.6,^3.0.5,^3.2.1"
eslint-plugin-eslint-plugin,5,"6.4.0,^7.0.0,~6.4.0,^2.3.0"
eslint-plugin-jsonc,5,"^2.20.1,2.20.0,^2.16.0"
extend,5,"~3.0.0,~1.2.1,^3.0.1,^3.0.2"
flow-bin,5,"0.97,^0.101.0,^0.171.0,^0.123.0"
gh-pages,5,"^3.1.0,^6.3.0,^3.2.3"
graphql,5,"^16.12.0,^16.6.0,^16.3.0,^15.5.0"
gulp,5,"^4.0.2,^3.8.10"
html-to-text,5,^9.0.5
http-proxy,5,"^1.18.1,^1.14.0"
jasmine-core,5,"^2.1.3,^2.5.0,^5.9.0,~5.1.1,^2.5.2"
karma-jasmine,5,"^0.3.5,^1.0.2,^5.1.0,~5.1.0,^1.1.0"
lightningcss,5,"^1.27.0,^1.22.1,^1.28.2,1.29.3,^1.21.7"
markdown-link-extractor,5,"^4.0.2,catalog:"
ncp,5,"2.0.0,^2.0.0"
pdfjs-dist,5,"^4.6.82,^4.2.67,^5.4.449,^5.4.530,5.4.449"
playwright-core,5,"^1.7.0,^1.52.0,~1.56.1,~1.50.1,^1.51.1"
postcss-loader,5,"^0.6.0,^0.8.0,3.0.0,^8.0.0"
prisma,5,"^4.9.0,^3.11.1,^4.12.0,^3.14.0,^6.19.0"
remark-toc,5,"^9.0.0,^8.0.1"
request,5,"2.64.0,^2.88.2,2.67.0,^2.88.0,latest"
resend,5,"^4.0.1,^3.5.0,^4.0.0,^3.1.0"
rollup-plugin-replace,5,"^2.2.0,^1.1.1,^1.1.0"
rollup-plugin-sucrase,5,^2.1.0
satori-html,5,^0.3.2
sherif,5,"^1.6.1,^1.5.0,catalog:"
should,5,"*,^13.1.3,3.1.3"
sucrase,5,"^3.15.0,^3.9.5,^3.10.1"
svelte-french-toast,5,"^1.2.0,1.0.4-beta.0"
svelte-jester,5,"^5.0.0,^1.7.0,^2.1.5,^2.3.2,^1.3.0"
svelte-markdown,5,"^0.2.3,^0.4.1"
tailwindcss-animate,5,"^1.0.7,^1.0.6"
tsconfig-paths,5,"^4.2.0,^3.14.1,4.0.0,^3.9.0"
tw-animate-css,5,"^1.3.5,^1.4.0,1.4.0,^1.3.0"
unocss,5,"^66.5.10,^0.58.5,^0.61.3,^0.56.1,^66.5.2"
yootils,5,"^0.3.1,0.3.1,0.0.16,0.0.15"
zimmerframe,5,"^1.0.0,^1.1.2"
@angular-eslint/template-parser,4,"^15.2.0,^16.1.0,^16.2.0,^13.2.1"
@angular/core,4,"18.2.4,^16.2.0,17.1.0,^16.2.5"
@babel/plugin-proposal-class-properties,4,"^7.10.4,^7.18.6,^7.10.1"
@babel/plugin-proposal-export-namespace-from,4,"^7.18.9,^7.10.1"
@babel/plugin-proposal-object-rest-spread,4,"^7.0.0,^7.11.0,^7.20.2,^7.10.1"
@babel/plugin-syntax-dynamic-import,4,"^7.0.0,7.8.3,^7.8.3"
@babel/preset-flow,4,"^7.0.0,^7.10.4,^7.14.5,^7.10.1"
@eslint-react/eslint-plugin,4,"^2.0.1,^1.48.4,^1.26.2"
@fortawesome/free-brands-svg-icons,4,"^7.0.0,^6.2.1,^5.15.4,^6.7.2"
@iconify-json/carbon,4,"^1.1.16,^1.1.36,^1.1.21,^1.2.4"
@lucia-auth/adapter-drizzle,4,"^1.1.0,1.0.0-beta.5"
@mdi/js,4,"^5.9.55,^7.4.47,^7.0.96,^6.1.95"
@melt-ui/svelte,4,"^0.86.6,^0.37.5"
@modelcontextprotocol/sdk,4,"^1.21.0,^1.20.1,^1.21.1,^1.16.0"
@resvg/resvg-js,4,^2.6.2
@rollup/pluginutils,4,"^4.1.0,^5.1.0,5.1.4"
@skeletonlabs/skeleton,4,"^1.7.1,2.9.0,^2.11.0,^3.1.3"
@storybook/blocks,4,"^7.6.6,^8.0.9,^8.6.12,8.6.15"
@storybook/svelte,4,"^7.6.12,^8.0.9,^8.6.12,^6.3.8"
@stripe/stripe-js,4,"^8.5.2,^4.3.0,^1.54.0,^1.48.0"
@supabase/ssr,4,"^0.3.0,^0.5.2,^0.5.1"
@tauri-apps/api,4,"2.0.0-beta.6,^2.0.3,^2.5.0,^1.5.1"
@tiptap/core,4,"^2.24.2,^2.1.13,^3.12.0,^2.0.0-beta.120"
@tiptap/starter-kit,4,"^2.24.2,^2.1.13,^3.12.0,^2.0.0-beta.119"
@trivago/prettier-plugin-sort-imports,4,"^5.2.2,^6.0.1,^4.2.0,catalog:"
@types/marked,4,"6.0.0,^5.0.0,^3.0.0"
@typescript-eslint/utils,4,"^6.13.2,workspace:^,^8.26.0,^8.39.0"
@typescript/native-preview,4,"^7.0.0-dev.20251103.1,7.0.0-dev.20250523.1,7.0.0-dev.20251202.1,^7.0.0-dev.20251205.1"
@unocss/extractor-svelte,4,"^66.5.10,^0.55.7,^0.61.3,^0.56.1"
@vitest/browser-playwright,4,"^4.0.15,^4.0.16"
ajv,4,"^8.17.1,^8.12.0"
ava,4,"^6.2.0,6.4.1,4.3.1,^0.21.0"
browserslist,4,"^4.21.10,^4.24.2,^4.25.1"
chartjs-adapter-date-fns,4,^3.0.0
cheap-watch,4,"^1.0.2,^1.0.4"
coffee-script,4,"^1.10.0,^1.12.7,latest"
css-tree,4,"^2.3.1,^3.1.0,1.0.0-alpha22,^1.1.2"
del,4,"^5.1.0,^1.1.0,^6.1.1,^7.1.0"
del-cli,4,^5.1.0
dotenv-cli,4,"^7.2.1,^5.1.0,^11.0.0,^7.4.4"
enquirer,4,"2.3.6,^2.3.6,2.4.1"
eslint-import-resolver-node,4,"^0.3.6,^0.3.3,file:./resolvers/node"
eslint-plugin-eslint-comments,4,"^3.1.1,^3.2.0,3.2.0"
eslint-plugin-json,4,"^1.2.0,^2.1.2,^3.1.0"
eslint-plugin-markdown,4,"^5.1.0,5.1.0,^3.0.1"
eslint-plugin-node-dependencies,4,"^1.1.2,^0.12.0"
eslint-plugin-promise,4,"^7.2.1,^3.5.0,7.2.1,^6.0.0"
eslint-plugin-react-refresh,4,"^0.4.16,^0.4.9,^0.4.7,^0.4.4"
eslint-plugin-simple-import-sort,4,"^7.0.0,^12.1.1,7.0.0,^10.0.0"
eslint-plugin-yml,4,"^1.18.0,1.17.0,^1.14.0"
esm-env,4,"^1.0.0,^1.2.1"
espree,4,"^10.0.0,^9.6.1,^3.5.2"
file-loader,4,"2.0.0,6.1.1,^6.0.0,^6.2.0"
flexsearch,4,"^0.8.205,^0.7.43,^0.7.31,^0.7.21"
github-slugger,4,"2.0.0,^2.0.0"
globby,4,"^14.0.1,^11.1.0,^14.0.0,^12.0.2"
gulp-plumber,4,"^1.2.1,^1.0.1"
happy-dom,4,"^20.0.11,^15.7.4,20.0.2,^14.7.1"
html-minifier,4,^4.0.0
less,4,"^2.6.1,2.5.3,^4.0.0"
lucia,4,"^3.2.0,^3.2.2,^3.2.1,3.0.0-beta.14"
memfs,4,"^4.7.7,^4.11.1,^4.9.3,^3.5.1"
node-sass,4,"^3.4.2,^4.13.0,^6.0.1,^7.0.1"
nx-cloud,4,"^19.0.0,^19.1.0"
patch-package,4,"^8.0.1,^6.2.2,^6.4.7"
periscopic,4,"^3.1.0,^3.0.4,^2.0.1"
pg,4,"^8.13.1,^8.10.0,^8.13.0"
picocolors,4,"^1.1.1,^1.0.1,^1.0.0"
pino,4,"^9.0.0,^9.5.0,^8.8.0,^9.14.0"
pino-pretty,4,"^11.0.0,^11.3.0,^9.1.1,^13.1.2"
playwright-chromium,4,"^1.15.0,^1.44.0,^1.17.0,^1.21.1"
pocketbase,4,"^0.22,^0.20.0-rc3,^0.21.1,^0.12.1"
postcss-selector-parser,4,"^7.0.0,^6.0.15,7.1.0"
posthog-js,4,"^1.268.8,^1.313.0,^1.258.2,^1.176.0"
preact,4,"^10.24.0,^10.5.13,^8.1.0,^8.2.1"
prompts,4,"^2.4.1,2.4.0,^2.4.2"
prop-types,4,"^15.6.1,^15.6.2,^15.7.2,^15.8.1"
raw-loader,4,"^0.5.1,^4.0.1,^4.0.2"
rehype-external-links,4,"^3.0.0,^2.1.0,^2.0.1,3.0.0"
rehype-raw,4,"^7.0.0,^6.1.1"
remark,4,"^14.0.2,^15.0.1,^14.0.3"
remark-frontmatter,4,"^5.0.0,^4.0.1,^3.0.0"
rollup-plugin-copy,4,"^3.3.0,^3.5.0,^3.4.0"
rollup-plugin-css-only,4,^3.1.0
rollup-plugin-dts,4,"^5.0.0,^6.0.0,catalog:,^6.1.1"
rollup-plugin-json,4,"^4.0.0,^2.0.0"
rollup-plugin-typescript,4,"^1.0.0,^0.8.1,^1.0.1"
rss,4,^1.2.2
shiki-twoslash,4,"^3.1.2,^3.0.2"
standard-version,4,"^9.3.1,^9.3.2,^9.5.0"
start-server-and-test,4,"1.11.0,^1.13.0,^2.1.3,^1.14.0"
stylelint,4,"^16.21.1,^13.9.0,^16.17.0,^16.26.1"
stylelint-scss,4,"^6.12.1,^3.18.0,^6.11.1,^6.14.0"
svelte-fa,4,"^4.0.3,^4.0.4,^3.0.3"
svelte-i18n,4,"^4.0.1,^4.0.0"
svelte-motion,4,^0.12.2
svelte-spa-router,4,"4.0.1,^4.0.1"
syncpack,4,"^13.0.4,^13.0.2,^13.0.0,^14.0.0-alpha.27"
tailwind-scrollbar,4,"4.0.2,^3.0.0,^3.1.0,^2.1.0"
typescript54,4,"npm:typescript@5.4,npm:typescript@5.8.3"
typescript55,4,"npm:typescript@5.5,npm:typescript@5.8.3"
typescript56,4,"npm:typescript@5.6,npm:typescript@5.8.3"
typescript57,4,"npm:typescript@5.7,npm:typescript@5.8.3"
url-loader,4,"1.1.2,4.1.1,^4.1.0"
vitepress,4,"^0.19.1,2.0.0-alpha.12,^1.4.1,^0.22.3"
webpack-dev-server,4,"3.1.14,3.11.1,^1.15.1,^3.3.1"
xml2js,4,"^0.4.23,^0.5.0,^0.4.5,0.4.19"
@ai-sdk/anthropic,3,"^2.0.17,^2.0.53,^2.0.57"
@ai-sdk/openai,3,"^2.0.32,^2.0.77,^0.0.45"
@ampproject/remapping,3,^0.3.0
@apollo/client,3,"^3.5.10,^3.3.20,^3.7.17"
@astrojs/svelte,3,"^5.7.3,^7.0.1,^7.1.0"
@aws-sdk/client-s3,3,"3.933.0,^3.932.0,^3.943.0"
@babel/code-frame,3,"^7.10.4,^7.23.5,^7.27.1"
@babel/eslint-plugin-development,3,"workspace:^,^1.0.1"
@babel/plugin-transform-flow-strip-types,3,"^7.0.0,^7.10.1,^7.7.4"
@babel/plugin-transform-for-of,3,"^7.10.4,^7.7.4,^7.10.1"
@babel/register,3,"^7.0.0,^7.10.1,7.8.6"
@codemirror/commands,3,"^6.2.4,^6.7.1,^6.2.5"
@codemirror/lang-css,3,"^6.2.0,^6.3.1,^6.2.1"
@codemirror/lang-html,3,"^6.4.6,^6.4.9"
@codemirror/lang-javascript,3,"^6.1.9,^6.2.3,^6.2.1"
@codemirror/state,3,"^6.2.1,^6.5.0"
@codemirror/view,3,"^6.14.0,^6.36.1,^6.17.1"
@fontsource-variable/jetbrains-mono,3,"^5.2.8,^5.1.1"
@fontsource/inter,3,"^5.1.0,^5.0.8,^4.5.15"
@fortawesome/fontawesome-free,3,"^7.1.0,5.15.3,^5.15.4"
@fortawesome/fontawesome-svg-core,3,"^1.2.35,^6.6.0,^1.2.36"
@histoire/plugin-svelte,3,"^0.17.6,^0.16.3,^0.16.1"
@iconify-json/bi,3,"^1.0.10,^1.1.21,^1.1.23"
@iconify-json/ic,3,"^1.2.1,^1.1.4,^1.1.17"
@jest/globals,3,"^30.2.0,30.1.2,^29.7.0"
@lezer/highlight,3,"^1.1.6,^1.2.1"
@microsoft/api-extractor,3,"^7.18.10,7.52.7,^7.22.2"
@nrwl/nx-cloud,3,"^19.1.0,15.0.2"
@nx/js,3,"22.1.1,22.0.2,22.0.3"
@ota-meshi/eslint-plugin,3,"^0.18.0,^0.17.4"
@replit/codemirror-lang-svelte,3,^6.0.0
@rollup/plugin-dynamic-import-vars,3,^2.1.2
@rollup/plugin-sucrase,3,^3.1.0
@shikijs/rehype,3,"^3.20.0,^3.8.1,3.20.0"
@size-limit/preset-small-lib,3,"^11.2.0,^12.0.0,^11.1.4"
@storybook/addon-a11y,3,"^7.6.12,^8.0.9,^10.0.7"
@storybook/addon-actions,3,"^6.5.15,^6.3.8,8.6.15"
@storybook/addon-interactions,3,"^7.6.6,^8.0.9,8.6.15"
@storybook/addon-svelte-csf,3,"^4.1.2,^5.0.0-next.0,^1.1.0"
@storybook/react-vite,3,"^10.1.10,^10.0.7,8.6.15"
@storybook/svelte-vite,3,"^10.1.10,^8.0.9,^8.6.12"
@stylistic/eslint-plugin,3,"4.2.0,^2.12.1,^1.5.0"
@supabase/auth-helpers-sveltekit,3,"^0.9.4,^0.8.3"
@svar-ui/vite-tools,3,1.0.5
@tailwindcss/aspect-ratio,3,^0.4.2
@tailwindcss/line-clamp,3,"^0.4.2,^0.4.4"
@tanstack/config,3,"^0.20.2,0.18.0,^0.16.1"
@taskr/clear,3,"*,^1.0.0,^1.0.6"
@tauri-apps/cli,3,"^2.0.4,^2.5.0,^1.5.6"
@tiptap/extension-placeholder,3,"^2.24.2,^2.1.13,^3.12.0"
@tiptap/pm,3,"^2.24.2,^2.1.13,^3.12.0"
@tsconfig/strictest,3,"2.0.1,^2.0.8,2.0.6"
@types/babel__core,3,"^7.20.2,^7.1.3,^7.20.5"
@types/better-sqlite3,3,"^7.6.13,^7.6.11,^7.6.3"
@types/d3-scale,3,"^4.0.9,^4.0.8"
@types/debug,3,^4.1.12
@types/eslint-scope,3,"^3.7.3,^3.7.7"
@types/js-yaml,3,"^4.0.5,^4.0.9"
@types/mime-types,3,"^2.1.4,^3.0.1"
@types/set-cookie-parser,3,"^2.4.7,^2.4.10"
@types/sinon,3,"^17.0.4,^10.0.0"
@types/three,3,"^0.134.0,^0.180.0,^0.182.0"
@types/yargs,3,"^17.0.3,^17.0.32,^17.0.2"
@typescript-eslint/scope-manager,3,"^8.46.1,workspace:^"
@vercel/speed-insights,3,"^1.3.1,^1.2.0,^1.0.0"
@vue/compiler-sfc,3,"^3.4.26,^3.5.24,^3.5.12"
ajv-formats,3,"^3.0.1,^2.1.1"
all-contributors-cli,3,"^6.26.1,^6.20.0"
babel-plugin-transform-charcodes,3,^0.2.0
babel-plugin-transform-es2015-modules-commonjs,3,"^6.7.0,^6.11.5,6.4.5"
better-auth,3,"^1.4.9,^1.3.34,1.3.27"
better-sqlite3,3,"^12.4.1,^11.5.0,^8.4.0"
brotli-size,3,^4.0.0
browser-sync,3,"^2.10.0,^2.18.8"
buffer,3,"^6.0.3,4.9.2"
bun-types,3,"^1.0.9,^1.2.20,^1.0.3"
bundle-collapser,3,"1.2.1,^1.2.1"
chai-as-promised,3,"5.1.0,5.2.0,^7.1.1"
charcodes,3,^0.2.0
child-process-promise,3,"1.1.0,^2.2.1"
chromatic,3,"^11.3.0,^13.3.3,^6.18.0"
cloudinary,3,"^1.41.2,^2.8.0,^2.0.1"
code-red,3,"^1.0.0,^0.1.4,^0.2.5"
color,3,^4.2.3
colors,3,"^1.4.0,1.4.0"
compression,3,"^1.7.1,^1.7.4"
create-react-class,3,"^15.6.3,^15.7.0"
csstype,3,"^3.1.3,^3.1.0,^3.2.3"
d3-shape,3,^3.2.0
date-fns-tz,3,"^3.2.0,^2.0.0"
debounce,3,"^1.2.1,^1.2.0"
deep-equal,3,"~1.0.1,^1.0.1,^2.2.2"
deepmerge,3,"^2.0.1,^4.3.1"
dequal,3,"^2.0.3,^2.0.0"
derequire,3,"2.0.2,^2.0.2,2.0.3"
diff,3,"^5.2.0,^5.0.0,^5.1.0"
dotenv-expand,3,"4.2.0,5.1.0,^12.0.2"
electron-builder,3,"26.0.12,20.13.3,^20.40.2"
embla-carousel-autoplay,3,"^8.1.6,^8.1.3,^8.5.2"
enhanced-resolve,3,"^3.0.0,^5.16.0,^5.18.3"
es-module-lexer,3,"^0.3.24,^1.2.1,^0.3.17"
esbuild-register,3,"3.3.2,^3.4.1"
eslint-config-airbnb,3,"^14.1.0,^19.0.4,^18.0.1"
eslint-config-fbjs,3,"^3.1.1,2.1.0"
eslint-config-react-app,3,"^3.0.8,^6.0.0,^0.6.2"
eslint-define-config,3,"^1.0.9,^2.1.0,^1.4.0"
eslint-plugin-ember,3,"^4.0.0,^11.10.0,^11.11.1"
eslint-plugin-html,3,"^6.1.0,^6.0.0,^2.0.3"
eslint-plugin-json-schema-validator,3,"^5.4.1,^5.0.0"
eslint-plugin-lube,3,^0.4.3
eslint-plugin-solid,3,"^0.14.5,^0.12.1,^0.13.0"
eslint-plugin-storybook,3,"^0.6.15,^10.0.7,^0.9.0"
eslint-plugin-vitest,3,0.5.4
eslint-scope,3,"5.1.1,^8.2.0"
eslint-visitor-keys,3,"^4.0.0,^4.2.0"
events,3,"^3.2.0,^3.3.0,1.1.1"
fast-deep-equal,3,"^3.1.3,^3.1.1"
feed,3,"^5.1.0,^4.2.2"
firebase,3,"^10.7.1,^12.6.0,^10.13.1"
formidable,3,"^2.0.1,^2.1.1,1.0.14"
framer-motion,3,"^12.23.6,^4.1.17,^11.18.0"
get-port,3,^7.1.0
google-closure-compiler,3,"^20190121.0.0,^20200517.0.0,^20220202.0.0"
googleapis,3,"^166.0.0,^84.0.0,105"
graceful-fs,3,"^4.2.11,~2.0.1"
gsap,3,"^3.12.5,file:gsap-bonus.tgz"
gulp-filter,3,"^7.0.0,^5.1.0"
handlebars,3,^4.7.8
histoire,3,"^0.17.6,^0.16.2,^0.16.1"
http-link-header,3,^1.0.2
httpie,3,"^1.1.2,2.0.0-next.13"
iconify-icon,3,"^1.0.8,^3.0.2"
isomorphic-fetch,3,^3.0.0
jasmine,3,"^5.9.0,^2.8.0,^2.5.3"
jest-circus,3,"26.6.0,^29.7.0,^26.6.2"
jest-diff,3,"^25.2.6,^29.7.0,29.7.0"
jest-resolve,3,"23.6.0,26.6.0,^29.3.1"
jest-snapshot-serializer-raw,3,"^1.1.0,2.0.0"
jiti,3,"^2.4.2,^2.6.1,2.4.2"
json-loader,3,"^0.5.3,^0.5.7,^0.5.4"
jsonc-eslint-parser,3,"2.4.0,^2.4.0,^2.4.2"
karma-coverage,3,"^0.5.3,^1.1.1,~2.2.1"
karma-mocha,3,"^1.3.0,^0.2.1,^0.2.2"
lefthook,3,"^2.0.2,1.7.15,^2.0.12"
license-checker,3,^25.0.1
lodash-es,3,"^4.17.15,^4.17.21"
lodash.kebabcase,3,^4.1.1
lottie-web,3,"^5.9.6,^5.12.2,^5.13.0"
madge,3,"^8.0.0,8.0.0"
marked-gfm-heading-id,3,"4.1.2,^3.0.4,^4.1.1"
mergeiterator,3,"^1.4.4,^1.2.5"
mime-types,3,"^2.1.27,^2.1.35,^3.0.2"
mongodb,3,"^5.8.0,^6.21.0,^5.3.0"
msw,3,"^2.6.0,^2.2.14,^2.0.11"
mysql2,3,"^3.12.0,^3.0.1,^3.9.1"
next,3,"15.0.5,15.0.7,^12.1.0"
node-gyp,3,"^10.1.0,^9.3.1,10.2.0"
nodemailer,3,"^6.10.0,^7.0.11,^7.0.10"
open,3,"^9.1.0,^10.2.0"
optimist,3,"*,0.6.1,~0.6.0"
